caseId,caseName,majVotes,minVotes,justice,justiceName,vote
2010-062,"UNITED STATES, PETITIONER v. JICARILLA APACHE NATION",7,1,112,SAAlito,1
2010-062,"UNITED STATES, PETITIONER v. JICARILLA APACHE NATION",7,1,113,SSotomayor,2
2010-062,"UNITED STATES, PETITIONER v. JICARILLA APACHE NATION",7,1,114,EKagan,
2010-063,"JANUS CAPITAL GROUP, INC., et al., PETITIONERS v. FIRST DERIVATIVE TRADERS",5,4,111,JGRoberts,1
2010-063,"JANUS CAPITAL GROUP, INC., et al., PETITIONERS v. FIRST DERIVATIVE TRADERS",5,4,105,AScalia,1
2010-063,"JANUS CAPITAL GROUP, INC., et al., PETITIONERS v. FIRST DERIVATIVE TRADERS",5,4,106,AMKennedy,1
2010-063,"JANUS CAPITAL GROUP, INC., et al., PETITIONERS v. FIRST DERIVATIVE TRADERS",5,4,108,CThomas,1
2010-063,"JANUS CAPITAL GROUP, INC., et al., PETITIONERS v. FIRST DERIVATIVE TRADERS",5,4,109,RBGinsburg,2
2010-063,"JANUS CAPITAL GROUP, INC., et al., PETITIONERS v. FIRST DERIVATIVE TRADERS",5,4,110,SGBreyer,2
2010-063,"JANUS CAPITAL GROUP, INC., et al., PETITIONERS v. FIRST DERIVATIVE TRADERS",5,4,112,SAAlito,1
2010-063,"JANUS CAPITAL GROUP, INC., et al., PETITIONERS v. FIRST DERIVATIVE TRADERS",5,4,113,SSotomayor,2
2010-063,"JANUS CAPITAL GROUP, INC., et al., PETITIONERS v. FIRST DERIVATIVE TRADERS",5,4,114,EKagan,2
2010-064,"NEVADA COMMISSION ON ETHICS, PETITIONER v. MICHAEL A. CARRIGAN",9,0,111,JGRoberts,1
2010-064,"NEVADA COMMISSION ON ETHICS, PETITIONER v. MICHAEL A. CARRIGAN",9,0,105,AScalia,1
2010-064,"NEVADA COMMISSION ON ETHICS, PETITIONER v. MICHAEL A. CARRIGAN",9,0,106,AMKennedy,3
2010-064,"NEVADA COMMISSION ON ETHICS, PETITIONER v. MICHAEL A. CARRIGAN",9,0,108,CThomas,1
2010-064,"NEVADA COMMISSION ON ETHICS, PETITIONER v. MICHAEL A. CARRIGAN",9,0,109,RBGinsburg,1
2010-064,"NEVADA COMMISSION ON ETHICS, PETITIONER v. MICHAEL A. CARRIGAN",9,0,110,SGBreyer,1
2010-064,"NEVADA COMMISSION ON ETHICS, PETITIONER v. MICHAEL A. CARRIGAN",9,0,112,SAAlito,4
2010-064,"NEVADA COMMISSION ON ETHICS, PETITIONER v. MICHAEL A. CARRIGAN",9,0,113,SSotomayor,1
2010-064,"NEVADA COMMISSION ON ETHICS, PETITIONER v. MICHAEL A. CARRIGAN",9,0,114,EKagan,1
2010-065,"CAROL ANNE BOND, PETITIONER v. UNITED STATES",9,0,111,JGRoberts,1
2010-065,"CAROL ANNE BOND, PETITIONER v. UNITED STATES",9,0,105,AScalia,1
2010-065,"CAROL ANNE BOND, PETITIONER v. UNITED STATES",9,0,106,AMKennedy,1
2010-065,"CAROL ANNE BOND, PETITIONER v. UNITED STATES",9,0,108,CThomas,1
2010-065,"CAROL ANNE BOND, PETITIONER v. UNITED STATES",9,0,109,RBGinsburg,3
2010-065,"CAROL ANNE BOND, PETITIONER v. UNITED STATES",9,0,110,SGBreyer,3
2010-065,"CAROL ANNE BOND, PETITIONER v. UNITED STATES",9,0,112,SAAlito,1
2010-065,"CAROL ANNE BOND, PETITIONER v. UNITED STATES",9,0,113,SSotomayor,1
2010-065,"CAROL ANNE BOND, PETITIONER v. UNITED STATES",9,0,114,EKagan,1
2010-066,"WILLIE GENE DAVIS, PETITIONER v. UNITED STATES",7,2,111,JGRoberts,1
2010-066,"WILLIE GENE DAVIS, PETITIONER v. UNITED STATES",7,2,105,AScalia,1
2010-066,"WILLIE GENE DAVIS, PETITIONER v. UNITED STATES",7,2,106,AMKennedy,1
2010-066,"WILLIE GENE DAVIS, PETITIONER v. UNITED STATES",7,2,108,CThomas,1
2010-066,"WILLIE GENE DAVIS, PETITIONER v. UNITED STATES",7,2,109,RBGinsburg,2
2010-066,"WILLIE GENE DAVIS, PETITIONER v. UNITED STATES",7,2,110,SGBreyer,2
2010-066,"WILLIE GENE DAVIS, PETITIONER v. UNITED STATES",7,2,112,SAAlito,1
2010-066,"WILLIE GENE DAVIS, PETITIONER v. UNITED STATES",7,2,113,SSotomayor,4
2010-066,"WILLIE GENE DAVIS, PETITIONER v. UNITED STATES",7,2,114,EKagan,1
2010-067,"J. D. B., PETITIONER v. NORTH CAROLINA",5,4,111,JGRoberts,2
2010-067,"J. D. B., PETITIONER v. NORTH CAROLINA",5,4,105,AScalia,2
2010-067,"J. D. B., PETITIONER v. NORTH CAROLINA",5,4,106,AMKennedy,1
2010-067,"J. D. B., PETITIONER v. NORTH CAROLINA",5,4,108,CThomas,2
2010-067,"J. D. B., PETITIONER v. NORTH CAROLINA",5,4,109,RBGinsburg,1
2010-067,"J. D. B., PETITIONER v. NORTH CAROLINA",5,4,110,SGBreyer,1
2010-067,"J. D. B., PETITIONER v. NORTH CAROLINA",5,4,112,SAAlito,2
2010-067,"J. D. B., PETITIONER v. NORTH CAROLINA",5,4,113,SSotomayor,1
2010-067,"J. D. B., PETITIONER v. NORTH CAROLINA",5,4,114,EKagan,1
2010-068,"KEITH SMITH, et al., PETITIONERS v. BAYER CORPORATION",9,0,111,JGRoberts,1
2010-068,"KEITH SMITH, et al., PETITIONERS v. BAYER CORPORATION",9,0,105,AScalia,1
2010-068,"KEITH SMITH, et al., PETITIONERS v. BAYER CORPORATION",9,0,106,AMKennedy,1
2010-068,"KEITH SMITH, et al., PETITIONERS v. BAYER CORPORATION",9,0,108,CThomas,1
2010-068,"KEITH SMITH, et al., PETITIONERS v. BAYER CORPORATION",9,0,109,RBGinsburg,1
2010-068,"KEITH SMITH, et al., PETITIONERS v. BAYER CORPORATION",9,0,110,SGBreyer,1
2010-068,"KEITH SMITH, et al., PETITIONERS v. BAYER CORPORATION",9,0,112,SAAlito,1
2010-068,"KEITH SMITH, et al., PETITIONERS v. BAYER CORPORATION",9,0,113,SSotomayor,1
2010-068,"KEITH SMITH, et al., PETITIONERS v. BAYER CORPORATION",9,0,114,EKagan,1
2010-069,"ALEJANDRA TAPIA, PETITIONER v. UNITED STATES",9,0,111,JGRoberts,1
2010-069,"ALEJANDRA TAPIA, PETITIONER v. UNITED STATES",9,0,105,AScalia,1
2010-069,"ALEJANDRA TAPIA, PETITIONER v. UNITED STATES",9,0,106,AMKennedy,1
2010-069,"ALEJANDRA TAPIA, PETITIONER v. UNITED STATES",9,0,108,CThomas,1
2010-069,"ALEJANDRA TAPIA, PETITIONER v. UNITED STATES",9,0,109,RBGinsburg,1
2010-069,"ALEJANDRA TAPIA, PETITIONER v. UNITED STATES",9,0,110,SGBreyer,1
2010-069,"ALEJANDRA TAPIA, PETITIONER v. UNITED STATES",9,0,112,SAAlito,3
2010-069,"ALEJANDRA TAPIA, PETITIONER v. UNITED STATES",9,0,113,SSotomayor,3
2010-069,"ALEJANDRA TAPIA, PETITIONER v. UNITED STATES",9,0,114,EKagan,1
2010-070,"WAL-MART STORES, INC., PETITIONER v. BETTY DUKES et al.",5,4,111,JGRoberts,1
2010-070,"WAL-MART STORES, INC., PETITIONER v. BETTY DUKES et al.",5,4,105,AScalia,1
2010-070,"WAL-MART STORES, INC., PETITIONER v. BETTY DUKES et al.",5,4,106,AMKennedy,1
2010-070,"WAL-MART STORES, INC., PETITIONER v. BETTY DUKES et al.",5,4,108,CThomas,1
2010-070,"WAL-MART STORES, INC., PETITIONER v. BETTY DUKES et al.",5,4,109,RBGinsburg,2
2010-070,"WAL-MART STORES, INC., PETITIONER v. BETTY DUKES et al.",5,4,110,SGBreyer,2
2010-070,"WAL-MART STORES, INC., PETITIONER v. BETTY DUKES et al.",5,4,112,SAAlito,1
2010-070,"WAL-MART STORES, INC., PETITIONER v. BETTY DUKES et al.",5,4,113,SSotomayor,2
2010-070,"WAL-MART STORES, INC., PETITIONER v. BETTY DUKES et al.",5,4,114,EKagan,2
2010-071,"BOROUGH OF DURYEA, PENNSYLVANIA, et al., PETITIONERS v. CHARLES J GUARNIERI",9,0,111,JGRoberts,1
2010-071,"BOROUGH OF DURYEA, PENNSYLVANIA, et al., PETITIONERS v. CHARLES J GUARNIERI",9,0,105,AScalia,4
2010-071,"BOROUGH OF DURYEA, PENNSYLVANIA, et al., PETITIONERS v. CHARLES J GUARNIERI",9,0,106,AMKennedy,1
2010-071,"BOROUGH OF DURYEA, PENNSYLVANIA, et al., PETITIONERS v. CHARLES J GUARNIERI",9,0,108,CThomas,4
2010-071,"BOROUGH OF DURYEA, PENNSYLVANIA, et al., PETITIONERS v. CHARLES J GUARNIERI",9,0,109,RBGinsburg,1
2010-071,"BOROUGH OF DURYEA, PENNSYLVANIA, et al., PETITIONERS v. CHARLES J GUARNIERI",9,0,110,SGBreyer,1
2010-071,"BOROUGH OF DURYEA, PENNSYLVANIA, et al., PETITIONERS v. CHARLES J GUARNIERI",9,0,112,SAAlito,1
2010-071,"BOROUGH OF DURYEA, PENNSYLVANIA, et al., PETITIONERS v. CHARLES J GUARNIERI",9,0,113,SSotomayor,1
2010-071,"BOROUGH OF DURYEA, PENNSYLVANIA, et al., PETITIONERS v. CHARLES J GUARNIERI",9,0,114,EKagan,1
2010-072,"AMERICAN ELECTRIC POWER COMPANY, INC., et al., PETITIONERS v. CONNECTICUT ET AL",8,0,111,JGRoberts,1
2010-072,"AMERICAN ELECTRIC POWER COMPANY, INC., et al., PETITIONERS v. CONNECTICUT ET AL",8,0,105,AScalia,1
2010-072,"AMERICAN ELECTRIC POWER COMPANY, INC., et al., PETITIONERS v. CONNECTICUT ET AL",8,0,106,AMKennedy,1
2010-072,"AMERICAN ELECTRIC POWER COMPANY, INC., et al., PETITIONERS v. CONNECTICUT ET AL",8,0,108,CThomas,3
2010-072,"AMERICAN ELECTRIC POWER COMPANY, INC., et al., PETITIONERS v. CONNECTICUT ET AL",8,0,109,RBGinsburg,1
2010-072,"AMERICAN ELECTRIC POWER COMPANY, INC., et al., PETITIONERS v. CONNECTICUT ET AL",8,0,110,SGBreyer,1
2010-072,"AMERICAN ELECTRIC POWER COMPANY, INC., et al., PETITIONERS v. CONNECTICUT ET AL",8,0,112,SAAlito,3
2010-072,"AMERICAN ELECTRIC POWER COMPANY, INC., et al., PETITIONERS v. CONNECTICUT ET AL",8,0,113,SSotomayor,
2010-072,"AMERICAN ELECTRIC POWER COMPANY, INC., et al., PETITIONERS v. CONNECTICUT ET AL",8,0,114,EKagan,1
2010-073,"MICHAEL D. TURNER, PETITIONER v. REBECCA L. ROGERS et al.",5,4,111,JGRoberts,2
2010-073,"MICHAEL D. TURNER, PETITIONER v. REBECCA L. ROGERS et al.",5,4,105,AScalia,2
2010-073,"MICHAEL D. TURNER, PETITIONER v. REBECCA L. ROGERS et al.",5,4,106,AMKennedy,1
2010-073,"MICHAEL D. TURNER, PETITIONER v. REBECCA L. ROGERS et al.",5,4,108,CThomas,2
2010-073,"MICHAEL D. TURNER, PETITIONER v. REBECCA L. ROGERS et al.",5,4,109,RBGinsburg,1
2010-073,"MICHAEL D. TURNER, PETITIONER v. REBECCA L. ROGERS et al.",5,4,110,SGBreyer,1
2010-073,"MICHAEL D. TURNER, PETITIONER v. REBECCA L. ROGERS et al.",5,4,112,SAAlito,2
2010-073,"MICHAEL D. TURNER, PETITIONER v. REBECCA L. ROGERS et al.",5,4,113,SSotomayor,1
2010-073,"MICHAEL D. TURNER, PETITIONER v. REBECCA L. ROGERS et al.",5,4,114,EKagan,1
2010-074,"CSX TRANSPORTATION, INC., PETITIONER v. ROBERT MCBRIDE",5,4,111,JGRoberts,2
2010-074,"CSX TRANSPORTATION, INC., PETITIONER v. ROBERT MCBRIDE",5,4,105,AScalia,2
2010-074,"CSX TRANSPORTATION, INC., PETITIONER v. ROBERT MCBRIDE",5,4,106,AMKennedy,2
2010-074,"CSX TRANSPORTATION, INC., PETITIONER v. ROBERT MCBRIDE",5,4,108,CThomas,1
2010-074,"CSX TRANSPORTATION, INC., PETITIONER v. ROBERT MCBRIDE",5,4,109,RBGinsburg,1
2010-074,"CSX TRANSPORTATION, INC., PETITIONER v. ROBERT MCBRIDE",5,4,110,SGBreyer,1
2010-074,"CSX TRANSPORTATION, INC., PETITIONER v. ROBERT MCBRIDE",5,4,112,SAAlito,2
2010-074,"CSX TRANSPORTATION, INC., PETITIONER v. ROBERT MCBRIDE",5,4,113,SSotomayor,1
2010-074,"CSX TRANSPORTATION, INC., PETITIONER v. ROBERT MCBRIDE",5,4,114,EKagan,1
2010-075,"DONALD BULLCOMING, PETITIONER v. NEW MEXICO",5,4,111,JGRoberts,2
2010-075,"DONALD BULLCOMING, PETITIONER v. NEW MEXICO",5,4,105,AScalia,1
2010-075,"DONALD BULLCOMING, PETITIONER v. NEW MEXICO",5,4,106,AMKennedy,2
2010-075,"DONALD BULLCOMING, PETITIONER v. NEW MEXICO",5,4,108,CThomas,1
2010-075,"DONALD BULLCOMING, PETITIONER v. NEW MEXICO",5,4,109,RBGinsburg,1
2010-075,"DONALD BULLCOMING, PETITIONER v. NEW MEXICO",5,4,110,SGBreyer,2
2010-075,"DONALD BULLCOMING, PETITIONER v. NEW MEXICO",5,4,112,SAAlito,2
2010-075,"DONALD BULLCOMING, PETITIONER v. NEW MEXICO",5,4,113,SSotomayor,3
2010-075,"DONALD BULLCOMING, PETITIONER v. NEW MEXICO",5,4,114,EKagan,1
2010-076,"PLIVIA, INC., et al., PETITIONERS v. GLADYS MENSING",5,4,111,JGRoberts,1
2010-076,"PLIVIA, INC., et al., PETITIONERS v. GLADYS MENSING",5,4,105,AScalia,1
2010-076,"PLIVIA, INC., et al., PETITIONERS v. GLADYS MENSING",5,4,106,AMKennedy,1
2010-076,"PLIVIA, INC., et al., PETITIONERS v. GLADYS MENSING",5,4,108,CThomas,1
2010-076,"PLIVIA, INC., et al., PETITIONERS v. GLADYS MENSING",5,4,109,RBGinsburg,2
2010-076,"PLIVIA, INC., et al., PETITIONERS v. GLADYS MENSING",5,4,110,SGBreyer,2
2010-076,"PLIVIA, INC., et al., PETITIONERS v. GLADYS MENSING",5,4,112,SAAlito,1
2010-076,"PLIVIA, INC., et al., PETITIONERS v. GLADYS MENSING",5,4,113,SSotomayor,2
2010-076,"PLIVIA, INC., et al., PETITIONERS v. GLADYS MENSING",5,4,114,EKagan,2
2010-077,"SORRELL, ATTORNEY GENERAL OF VERMONT, et al. v. IMS HEALTH INC. ET AL",6,3,111,JGRoberts,1
2010-077,"SORRELL, ATTORNEY GENERAL OF VERMONT, et al. v. IMS HEALTH INC. ET AL",6,3,105,AScalia,1
2010-077,"SORRELL, ATTORNEY GENERAL OF VERMONT, et al. v. IMS HEALTH INC. ET AL",6,3,106,AMKennedy,1
2010-077,"SORRELL, ATTORNEY GENERAL OF VERMONT, et al. v. IMS HEALTH INC. ET AL",6,3,108,CThomas,1
2010-077,"SORRELL, ATTORNEY GENERAL OF VERMONT, et al. v. IMS HEALTH INC. ET AL",6,3,109,RBGinsburg,2
2010-077,"SORRELL, ATTORNEY GENERAL OF VERMONT, et al. v. IMS HEALTH INC. ET AL",6,3,110,SGBreyer,2
2010-077,"SORRELL, ATTORNEY GENERAL OF VERMONT, et al. v. IMS HEALTH INC. ET AL",6,3,112,SAAlito,1
2010-077,"SORRELL, ATTORNEY GENERAL OF VERMONT, et al. v. IMS HEALTH INC. ET AL",6,3,113,SSotomayor,1
2010-077,"SORRELL, ATTORNEY GENERAL OF VERMONT, et al. v. IMS HEALTH INC. ET AL",6,3,114,EKagan,2
2010-078,WILLIAM FREEMAN v. UNITED STATES,5,4,111,JGRoberts,2
2010-078,WILLIAM FREEMAN v. UNITED STATES,5,4,105,AScalia,2
2010-078,WILLIAM FREEMAN v. UNITED STATES,5,4,106,AMKennedy,5
2010-078,WILLIAM FREEMAN v. UNITED STATES,5,4,108,CThomas,2
2010-078,WILLIAM FREEMAN v. UNITED STATES,5,4,109,RBGinsburg,1
2010-078,WILLIAM FREEMAN v. UNITED STATES,5,4,110,SGBreyer,1
2010-078,WILLIAM FREEMAN v. UNITED STATES,5,4,112,SAAlito,2
2010-078,WILLIAM FREEMAN v. UNITED STATES,5,4,113,SSotomayor,4
2010-078,WILLIAM FREEMAN v. UNITED STATES,5,4,114,EKagan,1
2010-079,"HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL",5,4,111,JGRoberts,1
2010-079,"HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL",5,4,105,AScalia,3
2010-079,"HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL",5,4,106,AMKennedy,1
2010-079,"HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL",5,4,108,CThomas,1
2010-079,"HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL",5,4,109,RBGinsburg,2
2010-079,"HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL",5,4,110,SGBreyer,2
2010-079,"HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL",5,4,112,SAAlito,1
2010-079,"HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL",5,4,113,SSotomayor,2
2010-079,"HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL",5,4,114,EKagan,2
2010-080,UNITED STATES v. JUVENILE MALE,5,3,111,JGRoberts,1
2010-080,UNITED STATES v. JUVENILE MALE,5,3,105,AScalia,1
2010-080,UNITED STATES v. JUVENILE MALE,5,3,106,AMKennedy,1
2010-080,UNITED STATES v. JUVENILE MALE,5,3,108,CThomas,1
2010-080,UNITED STATES v. JUVENILE MALE,5,3,109,RBGinsburg,2
2010-080,UNITED STATES v. JUVENILE MALE,5,3,110,SGBreyer,2
2010-080,UNITED STATES v. JUVENILE MALE,5,3,112,SAAlito,1
2010-080,UNITED STATES v. JUVENILE MALE,5,3,113,SSotomayor,2
2010-080,UNITED STATES v. JUVENILE MALE,5,3,114,EKagan,
2010-081,"GOODYEAR DUNLOP TIRES OPERATIONS, S.A., et al., PETITIONERS v. EDGAR D. BROWN, ET UX., CO-ADMINISTRATORS OF THE ESTATE OF JULIAN DAVID BROWN, et al.",9,0,111,JGRoberts,1
2010-081,"GOODYEAR DUNLOP TIRES OPERATIONS, S.A., et al., PETITIONERS v. EDGAR D. BROWN, ET UX., CO-ADMINISTRATORS OF THE ESTATE OF JULIAN DAVID BROWN, et al.",9,0,105,AScalia,1
2010-081,"GOODYEAR DUNLOP TIRES OPERATIONS, S.A., et al., PETITIONERS v. EDGAR D. BROWN, ET UX., CO-ADMINISTRATORS OF THE ESTATE OF JULIAN DAVID BROWN, et al.",9,0,106,AMKennedy,1
2010-081,"GOODYEAR DUNLOP TIRES OPERATIONS, S.A., et al., PETITIONERS v. EDGAR D. BROWN, ET UX., CO-ADMINISTRATORS OF THE ESTATE OF JULIAN DAVID BROWN, et al.",9,0,108,CThomas,1
2010-081,"GOODYEAR DUNLOP TIRES OPERATIONS, S.A., et al., PETITIONERS v. EDGAR D. BROWN, ET UX., CO-ADMINISTRATORS OF THE ESTATE OF JULIAN DAVID BROWN, et al.",9,0,109,RBGinsburg,1
2010-081,"GOODYEAR DUNLOP TIRES OPERATIONS, S.A., et al., PETITIONERS v. EDGAR D. BROWN, ET UX., CO-ADMINISTRATORS OF THE ESTATE OF JULIAN DAVID BROWN, et al.",9,0,110,SGBreyer,1
2010-081,"GOODYEAR DUNLOP TIRES OPERATIONS, S.A., et al., PETITIONERS v. EDGAR D. BROWN, ET UX., CO-ADMINISTRATORS OF THE ESTATE OF JULIAN DAVID BROWN, et al.",9,0,112,SAAlito,1
2010-081,"GOODYEAR DUNLOP TIRES OPERATIONS, S.A., et al., PETITIONERS v. EDGAR D. BROWN, ET UX., CO-ADMINISTRATORS OF THE ESTATE OF JULIAN DAVID BROWN, et al.",9,0,113,SSotomayor,1
2010-081,"GOODYEAR DUNLOP TIRES OPERATIONS, S.A., et al., PETITIONERS v. EDGAR D. BROWN, ET UX., CO-ADMINISTRATORS OF THE ESTATE OF JULIAN DAVID BROWN, et al.",9,0,114,EKagan,1
2010-082,"J. MCINTYRE MACHINERY, LTD., PETITIONER v. ROBERT NICASTRO, INDIVIDUALLY AND AS ADMINISTRATOR OF THE ESTATE OF ROSEANNE NICASTRO",6,3,111,JGRoberts,1
2010-082,"J. MCINTYRE MACHINERY, LTD., PETITIONER v. ROBERT NICASTRO, INDIVIDUALLY AND AS ADMINISTRATOR OF THE ESTATE OF ROSEANNE NICASTRO",6,3,105,AScalia,1
2010-082,"J. MCINTYRE MACHINERY, LTD., PETITIONER v. ROBERT NICASTRO, INDIVIDUALLY AND AS ADMINISTRATOR OF THE ESTATE OF ROSEANNE NICASTRO",6,3,106,AMKennedy,5
2010-082,"J. MCINTYRE MACHINERY, LTD., PETITIONER v. ROBERT NICASTRO, INDIVIDUALLY AND AS ADMINISTRATOR OF THE ESTATE OF ROSEANNE NICASTRO",6,3,108,CThomas,1
2010-082,"J. MCINTYRE MACHINERY, LTD., PETITIONER v. ROBERT NICASTRO, INDIVIDUALLY AND AS ADMINISTRATOR OF THE ESTATE OF ROSEANNE NICASTRO",6,3,109,RBGinsburg,2
2010-082,"J. MCINTYRE MACHINERY, LTD., PETITIONER v. ROBERT NICASTRO, INDIVIDUALLY AND AS ADMINISTRATOR OF THE ESTATE OF ROSEANNE NICASTRO",6,3,110,SGBreyer,4
2010-082,"J. MCINTYRE MACHINERY, LTD., PETITIONER v. ROBERT NICASTRO, INDIVIDUALLY AND AS ADMINISTRATOR OF THE ESTATE OF ROSEANNE NICASTRO",6,3,112,SAAlito,4
2010-082,"J. MCINTYRE MACHINERY, LTD., PETITIONER v. ROBERT NICASTRO, INDIVIDUALLY AND AS ADMINISTRATOR OF THE ESTATE OF ROSEANNE NICASTRO",6,3,113,SSotomayor,2
2010-082,"J. MCINTYRE MACHINERY, LTD., PETITIONER v. ROBERT NICASTRO, INDIVIDUALLY AND AS ADMINISTRATOR OF THE ESTATE OF ROSEANNE NICASTRO",6,3,114,EKagan,2
2010-083,"EDMUND G. BROWN, JR., GOVERNOR OF CALIFORNIA, et al., PETITIONERS v. ENTERTAINMENT MERCHANTS ASSOCIATION, et al.",7,2,111,JGRoberts,4
2010-083,"EDMUND G. BROWN, JR., GOVERNOR OF CALIFORNIA, et al., PETITIONERS v. ENTERTAINMENT MERCHANTS ASSOCIATION, et al.",7,2,105,AScalia,1
2010-083,"EDMUND G. BROWN, JR., GOVERNOR OF CALIFORNIA, et al., PETITIONERS v. ENTERTAINMENT MERCHANTS ASSOCIATION, et al.",7,2,106,AMKennedy,1
2010-083,"EDMUND G. BROWN, JR., GOVERNOR OF CALIFORNIA, et al., PETITIONERS v. ENTERTAINMENT MERCHANTS ASSOCIATION, et al.",7,2,108,CThomas,2
2010-083,"EDMUND G. BROWN, JR., GOVERNOR OF CALIFORNIA, et al., PETITIONERS v. ENTERTAINMENT MERCHANTS ASSOCIATION, et al.",7,2,109,RBGinsburg,1
2010-083,"EDMUND G. BROWN, JR., GOVERNOR OF CALIFORNIA, et al., PETITIONERS v. ENTERTAINMENT MERCHANTS ASSOCIATION, et al.",7,2,110,SGBreyer,2
2010-083,"EDMUND G. BROWN, JR., GOVERNOR OF CALIFORNIA, et al., PETITIONERS v. ENTERTAINMENT MERCHANTS ASSOCIATION, et al.",7,2,112,SAAlito,4
2010-083,"EDMUND G. BROWN, JR., GOVERNOR OF CALIFORNIA, et al., PETITIONERS v. ENTERTAINMENT MERCHANTS ASSOCIATION, et al.",7,2,113,SSotomayor,1
2010-083,"EDMUND G. BROWN, JR., GOVERNOR OF CALIFORNIA, et al., PETITIONERS v. ENTERTAINMENT MERCHANTS ASSOCIATION, et al.",7,2,114,EKagan,1
2010-084,"ARIZONA FREE ENTERPRISE CLUB'S FREEDOM CLUB PAC, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.",5,4,111,JGRoberts,1
2010-084,"ARIZONA FREE ENTERPRISE CLUB'S FREEDOM CLUB PAC, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.",5,4,105,AScalia,1
2010-084,"ARIZONA FREE ENTERPRISE CLUB'S FREEDOM CLUB PAC, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.",5,4,106,AMKennedy,1
2010-084,"ARIZONA FREE ENTERPRISE CLUB'S FREEDOM CLUB PAC, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.",5,4,108,CThomas,1
2010-084,"ARIZONA FREE ENTERPRISE CLUB'S FREEDOM CLUB PAC, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.",5,4,109,RBGinsburg,2
2010-084,"ARIZONA FREE ENTERPRISE CLUB'S FREEDOM CLUB PAC, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.",5,4,110,SGBreyer,2
2010-084,"ARIZONA FREE ENTERPRISE CLUB'S FREEDOM CLUB PAC, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.",5,4,112,SAAlito,1
2010-084,"ARIZONA FREE ENTERPRISE CLUB'S FREEDOM CLUB PAC, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.",5,4,113,SSotomayor,2
2010-084,"ARIZONA FREE ENTERPRISE CLUB'S FREEDOM CLUB PAC, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.",5,4,114,EKagan,2
2010-085,"HUMBERTO LEAL GARCIA, AKA HUMBERTO LEAL v. TEXAS",5,4,111,JGRoberts,1
2010-085,"HUMBERTO LEAL GARCIA, AKA HUMBERTO LEAL v. TEXAS",5,4,105,AScalia,1
2010-085,"HUMBERTO LEAL GARCIA, AKA HUMBERTO LEAL v. TEXAS",5,4,106,AMKennedy,1
2010-085,"HUMBERTO LEAL GARCIA, AKA HUMBERTO LEAL v. TEXAS",5,4,108,CThomas,1
2010-085,"HUMBERTO LEAL GARCIA, AKA HUMBERTO LEAL v. TEXAS",5,4,109,RBGinsburg,2
