caseId,caseName,majVotes,minVotes,justice,justiceName,vote
2011-058,"TAMMY FORET FREEMAN, et al., PETITIONERS v. QUICKEN LOANS, INC.",9,0,113,SSotomayor,1
2011-058,"TAMMY FORET FREEMAN, et al., PETITIONERS v. QUICKEN LOANS, INC.",9,0,114,EKagan,1
2011-059,"RADLAX GATEWAY HOTEL, LLC, et al. v. AMALGAMATED BANK",8,0,111,JGRoberts,1
2011-059,"RADLAX GATEWAY HOTEL, LLC, et al. v. AMALGAMATED BANK",8,0,105,AScalia,1
2011-059,"RADLAX GATEWAY HOTEL, LLC, et al. v. AMALGAMATED BANK",8,0,106,AMKennedy,
2011-059,"RADLAX GATEWAY HOTEL, LLC, et al. v. AMALGAMATED BANK",8,0,108,CThomas,1
2011-059,"RADLAX GATEWAY HOTEL, LLC, et al. v. AMALGAMATED BANK",8,0,109,RBGinsburg,1
2011-059,"RADLAX GATEWAY HOTEL, LLC, et al. v. AMALGAMATED BANK",8,0,110,SGBreyer,1
2011-059,"RADLAX GATEWAY HOTEL, LLC, et al. v. AMALGAMATED BANK",8,0,112,SAAlito,1
2011-059,"RADLAX GATEWAY HOTEL, LLC, et al. v. AMALGAMATED BANK",8,0,113,SSotomayor,1
2011-059,"RADLAX GATEWAY HOTEL, LLC, et al. v. AMALGAMATED BANK",8,0,114,EKagan,1
2011-060,"BRIAN COLEMAN, SUPERINTENDENT, STATE CORRECTIONAL INSTITUTION AT FAYETTE, et al. v. LORENZO JOHNSON",9,0,111,JGRoberts,1
2011-060,"BRIAN COLEMAN, SUPERINTENDENT, STATE CORRECTIONAL INSTITUTION AT FAYETTE, et al. v. LORENZO JOHNSON",9,0,105,AScalia,1
2011-060,"BRIAN COLEMAN, SUPERINTENDENT, STATE CORRECTIONAL INSTITUTION AT FAYETTE, et al. v. LORENZO JOHNSON",9,0,106,AMKennedy,1
2011-060,"BRIAN COLEMAN, SUPERINTENDENT, STATE CORRECTIONAL INSTITUTION AT FAYETTE, et al. v. LORENZO JOHNSON",9,0,108,CThomas,1
2011-060,"BRIAN COLEMAN, SUPERINTENDENT, STATE CORRECTIONAL INSTITUTION AT FAYETTE, et al. v. LORENZO JOHNSON",9,0,109,RBGinsburg,1
2011-060,"BRIAN COLEMAN, SUPERINTENDENT, STATE CORRECTIONAL INSTITUTION AT FAYETTE, et al. v. LORENZO JOHNSON",9,0,110,SGBreyer,1
2011-060,"BRIAN COLEMAN, SUPERINTENDENT, STATE CORRECTIONAL INSTITUTION AT FAYETTE, et al. v. LORENZO JOHNSON",9,0,112,SAAlito,1
2011-060,"BRIAN COLEMAN, SUPERINTENDENT, STATE CORRECTIONAL INSTITUTION AT FAYETTE, et al. v. LORENZO JOHNSON",9,0,113,SSotomayor,1
2011-060,"BRIAN COLEMAN, SUPERINTENDENT, STATE CORRECTIONAL INSTITUTION AT FAYETTE, et al. v. LORENZO JOHNSON",9,0,114,EKagan,1
2011-061," REICHLE, JR., et al., PETITIONERS v. STEVEN HOWARDS",8,0,111,JGRoberts,1
2011-061," REICHLE, JR., et al., PETITIONERS v. STEVEN HOWARDS",8,0,105,AScalia,1
2011-061," REICHLE, JR., et al., PETITIONERS v. STEVEN HOWARDS",8,0,106,AMKennedy,1
2011-061," REICHLE, JR., et al., PETITIONERS v. STEVEN HOWARDS",8,0,108,CThomas,1
2011-061," REICHLE, JR., et al., PETITIONERS v. STEVEN HOWARDS",8,0,109,RBGinsburg,4
2011-061," REICHLE, JR., et al., PETITIONERS v. STEVEN HOWARDS",8,0,110,SGBreyer,4
2011-061," REICHLE, JR., et al., PETITIONERS v. STEVEN HOWARDS",8,0,112,SAAlito,1
2011-061," REICHLE, JR., et al., PETITIONERS v. STEVEN HOWARDS",8,0,113,SSotomayor,1
2011-061," REICHLE, JR., et al., PETITIONERS v. STEVEN HOWARDS",8,0,114,EKagan,
2011-062,"CHRISTINE ARMOUR, et al., PETITIONERS v. CITY OF INDIANAPOLIS, INDIANA, et al.",6,3,111,JGRoberts,2
2011-062,"CHRISTINE ARMOUR, et al., PETITIONERS v. CITY OF INDIANAPOLIS, INDIANA, et al.",6,3,105,AScalia,2
2011-062,"CHRISTINE ARMOUR, et al., PETITIONERS v. CITY OF INDIANAPOLIS, INDIANA, et al.",6,3,106,AMKennedy,1
2011-062,"CHRISTINE ARMOUR, et al., PETITIONERS v. CITY OF INDIANAPOLIS, INDIANA, et al.",6,3,108,CThomas,1
2011-062,"CHRISTINE ARMOUR, et al., PETITIONERS v. CITY OF INDIANAPOLIS, INDIANA, et al.",6,3,109,RBGinsburg,1
2011-062,"CHRISTINE ARMOUR, et al., PETITIONERS v. CITY OF INDIANAPOLIS, INDIANA, et al.",6,3,110,SGBreyer,1
2011-062,"CHRISTINE ARMOUR, et al., PETITIONERS v. CITY OF INDIANAPOLIS, INDIANA, et al.",6,3,112,SAAlito,2
2011-062,"CHRISTINE ARMOUR, et al., PETITIONERS v. CITY OF INDIANAPOLIS, INDIANA, et al.",6,3,113,SSotomayor,1
2011-062,"CHRISTINE ARMOUR, et al., PETITIONERS v. CITY OF INDIANAPOLIS, INDIANA, et al.",6,3,114,EKagan,1
2011-063,"PHILIP PARKER, WARDEN v. DAVID EUGENE MATTHEWS",9,0,111,JGRoberts,1
2011-063,"PHILIP PARKER, WARDEN v. DAVID EUGENE MATTHEWS",9,0,105,AScalia,1
2011-063,"PHILIP PARKER, WARDEN v. DAVID EUGENE MATTHEWS",9,0,106,AMKennedy,1
2011-063,"PHILIP PARKER, WARDEN v. DAVID EUGENE MATTHEWS",9,0,108,CThomas,1
2011-063,"PHILIP PARKER, WARDEN v. DAVID EUGENE MATTHEWS",9,0,109,RBGinsburg,1
2011-063,"PHILIP PARKER, WARDEN v. DAVID EUGENE MATTHEWS",9,0,110,SGBreyer,1
2011-063,"PHILIP PARKER, WARDEN v. DAVID EUGENE MATTHEWS",9,0,112,SAAlito,1
2011-063,"PHILIP PARKER, WARDEN v. DAVID EUGENE MATTHEWS",9,0,113,SSotomayor,1
2011-063,"PHILIP PARKER, WARDEN v. DAVID EUGENE MATTHEWS",9,0,114,EKagan,1
2011-064,ELGIN v. DEPARTMENT OF TREASURY,6,3,111,JGRoberts,1
2011-064,ELGIN v. DEPARTMENT OF TREASURY,6,3,105,AScalia,1
2011-064,ELGIN v. DEPARTMENT OF TREASURY,6,3,106,AMKennedy,1
2011-064,ELGIN v. DEPARTMENT OF TREASURY,6,3,108,CThomas,1
2011-064,ELGIN v. DEPARTMENT OF TREASURY,6,3,109,RBGinsburg,2
2011-064,ELGIN v. DEPARTMENT OF TREASURY,6,3,110,SGBreyer,1
2011-064,ELGIN v. DEPARTMENT OF TREASURY,6,3,112,SAAlito,2
2011-064,ELGIN v. DEPARTMENT OF TREASURY,6,3,113,SSotomayor,1
2011-064,ELGIN v. DEPARTMENT OF TREASURY,6,3,114,EKagan,2
2011-065,MATCH-E-BE-NASH-SHE-WISH BAND OF POTTAWATOMI INDIANS v. PATCHAK,8,1,111,JGRoberts,1
2011-065,MATCH-E-BE-NASH-SHE-WISH BAND OF POTTAWATOMI INDIANS v. PATCHAK,8,1,105,AScalia,1
2011-065,MATCH-E-BE-NASH-SHE-WISH BAND OF POTTAWATOMI INDIANS v. PATCHAK,8,1,106,AMKennedy,1
2011-065,MATCH-E-BE-NASH-SHE-WISH BAND OF POTTAWATOMI INDIANS v. PATCHAK,8,1,108,CThomas,1
2011-065,MATCH-E-BE-NASH-SHE-WISH BAND OF POTTAWATOMI INDIANS v. PATCHAK,8,1,109,RBGinsburg,1
2011-065,MATCH-E-BE-NASH-SHE-WISH BAND OF POTTAWATOMI INDIANS v. PATCHAK,8,1,110,SGBreyer,1
2011-065,MATCH-E-BE-NASH-SHE-WISH BAND OF POTTAWATOMI INDIANS v. PATCHAK,8,1,112,SAAlito,1
2011-065,MATCH-E-BE-NASH-SHE-WISH BAND OF POTTAWATOMI INDIANS v. PATCHAK,8,1,113,SSotomayor,2
2011-065,MATCH-E-BE-NASH-SHE-WISH BAND OF POTTAWATOMI INDIANS v. PATCHAK,8,1,114,EKagan,1
2011-066,SALAZAR v. RAMAH NAVAJO CHAPTER,5,4,111,JGRoberts,2
2011-066,SALAZAR v. RAMAH NAVAJO CHAPTER,5,4,105,AScalia,1
2011-066,SALAZAR v. RAMAH NAVAJO CHAPTER,5,4,106,AMKennedy,1
2011-066,SALAZAR v. RAMAH NAVAJO CHAPTER,5,4,108,CThomas,1
2011-066,SALAZAR v. RAMAH NAVAJO CHAPTER,5,4,109,RBGinsburg,2
2011-066,SALAZAR v. RAMAH NAVAJO CHAPTER,5,4,110,SGBreyer,2
2011-066,SALAZAR v. RAMAH NAVAJO CHAPTER,5,4,112,SAAlito,2
2011-066,SALAZAR v. RAMAH NAVAJO CHAPTER,5,4,113,SSotomayor,1
2011-066,SALAZAR v. RAMAH NAVAJO CHAPTER,5,4,114,EKagan,1
2011-067,"MICHAEL SHANE CHRISTOPHER, et al., PETITIONERS v. SMITHKLINE BEECHAM CORPORATION DBA GLAXOSMITHKLINE",5,4,111,JGRoberts,1
2011-067,"MICHAEL SHANE CHRISTOPHER, et al., PETITIONERS v. SMITHKLINE BEECHAM CORPORATION DBA GLAXOSMITHKLINE",5,4,105,AScalia,1
2011-067,"MICHAEL SHANE CHRISTOPHER, et al., PETITIONERS v. SMITHKLINE BEECHAM CORPORATION DBA GLAXOSMITHKLINE",5,4,106,AMKennedy,1
2011-067,"MICHAEL SHANE CHRISTOPHER, et al., PETITIONERS v. SMITHKLINE BEECHAM CORPORATION DBA GLAXOSMITHKLINE",5,4,108,CThomas,1
2011-067,"MICHAEL SHANE CHRISTOPHER, et al., PETITIONERS v. SMITHKLINE BEECHAM CORPORATION DBA GLAXOSMITHKLINE",5,4,109,RBGinsburg,2
2011-067,"MICHAEL SHANE CHRISTOPHER, et al., PETITIONERS v. SMITHKLINE BEECHAM CORPORATION DBA GLAXOSMITHKLINE",5,4,110,SGBreyer,2
2011-067,"MICHAEL SHANE CHRISTOPHER, et al., PETITIONERS v. SMITHKLINE BEECHAM CORPORATION DBA GLAXOSMITHKLINE",5,4,112,SAAlito,1
2011-067,"MICHAEL SHANE CHRISTOPHER, et al., PETITIONERS v. SMITHKLINE BEECHAM CORPORATION DBA GLAXOSMITHKLINE",5,4,113,SSotomayor,2
2011-067,"MICHAEL SHANE CHRISTOPHER, et al., PETITIONERS v. SMITHKLINE BEECHAM CORPORATION DBA GLAXOSMITHKLINE",5,4,114,EKagan,2
2011-068,WILLIAMS v. ILLINOIS,5,4,111,JGRoberts,1
2011-068,WILLIAMS v. ILLINOIS,5,4,105,AScalia,2
2011-068,WILLIAMS v. ILLINOIS,5,4,106,AMKennedy,1
2011-068,WILLIAMS v. ILLINOIS,5,4,108,CThomas,4
2011-068,WILLIAMS v. ILLINOIS,5,4,109,RBGinsburg,2
2011-068,WILLIAMS v. ILLINOIS,5,4,110,SGBreyer,3
2011-068,WILLIAMS v. ILLINOIS,5,4,112,SAAlito,5
2011-068,WILLIAMS v. ILLINOIS,5,4,113,SSotomayor,2
2011-068,WILLIAMS v. ILLINOIS,5,4,114,EKagan,2
2011-069,SOUTHERN UNION CO. v. UNITED STATES,6,3,111,JGRoberts,1
2011-069,SOUTHERN UNION CO. v. UNITED STATES,6,3,105,AScalia,1
2011-069,SOUTHERN UNION CO. v. UNITED STATES,6,3,106,AMKennedy,2
2011-069,SOUTHERN UNION CO. v. UNITED STATES,6,3,108,CThomas,1
2011-069,SOUTHERN UNION CO. v. UNITED STATES,6,3,109,RBGinsburg,1
2011-069,SOUTHERN UNION CO. v. UNITED STATES,6,3,110,SGBreyer,2
2011-069,SOUTHERN UNION CO. v. UNITED STATES,6,3,112,SAAlito,2
2011-069,SOUTHERN UNION CO. v. UNITED STATES,6,3,113,SSotomayor,1
2011-069,SOUTHERN UNION CO. v. UNITED STATES,6,3,114,EKagan,1
2011-070,"DIANNE KNOX, et al., PETITIONERS v. SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 1000",7,2,111,JGRoberts,1
2011-070,"DIANNE KNOX, et al., PETITIONERS v. SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 1000",7,2,105,AScalia,1
2011-070,"DIANNE KNOX, et al., PETITIONERS v. SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 1000",7,2,106,AMKennedy,1
2011-070,"DIANNE KNOX, et al., PETITIONERS v. SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 1000",7,2,108,CThomas,1
2011-070,"DIANNE KNOX, et al., PETITIONERS v. SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 1000",7,2,109,RBGinsburg,4
2011-070,"DIANNE KNOX, et al., PETITIONERS v. SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 1000",7,2,110,SGBreyer,2
2011-070,"DIANNE KNOX, et al., PETITIONERS v. SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 1000",7,2,112,SAAlito,1
2011-070,"DIANNE KNOX, et al., PETITIONERS v. SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 1000",7,2,113,SSotomayor,4
2011-070,"DIANNE KNOX, et al., PETITIONERS v. SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 1000",7,2,114,EKagan,2
2011-071,"EDWARD DORSEY, SR., PETITIONER  v. UNITED STATES",5,4,111,JGRoberts,2
2011-071,"EDWARD DORSEY, SR., PETITIONER  v. UNITED STATES",5,4,105,AScalia,2
2011-071,"EDWARD DORSEY, SR., PETITIONER  v. UNITED STATES",5,4,106,AMKennedy,1
2011-071,"EDWARD DORSEY, SR., PETITIONER  v. UNITED STATES",5,4,108,CThomas,2
2011-071,"EDWARD DORSEY, SR., PETITIONER  v. UNITED STATES",5,4,109,RBGinsburg,1
2011-071,"EDWARD DORSEY, SR., PETITIONER  v. UNITED STATES",5,4,110,SGBreyer,1
2011-071,"EDWARD DORSEY, SR., PETITIONER  v. UNITED STATES",5,4,112,SAAlito,2
2011-071,"EDWARD DORSEY, SR., PETITIONER  v. UNITED STATES",5,4,113,SSotomayor,1
2011-071,"EDWARD DORSEY, SR., PETITIONER  v. UNITED STATES",5,4,114,EKagan,1
2011-072,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. FOX TELEVISION STATIONS, INC., et al. FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. ABC, INC., et al.",8,0,111,JGRoberts,1
2011-072,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. FOX TELEVISION STATIONS, INC., et al. FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. ABC, INC., et al.",8,0,105,AScalia,1
2011-072,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. FOX TELEVISION STATIONS, INC., et al. FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. ABC, INC., et al.",8,0,106,AMKennedy,1
2011-072,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. FOX TELEVISION STATIONS, INC., et al. FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. ABC, INC., et al.",8,0,108,CThomas,1
2011-072,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. FOX TELEVISION STATIONS, INC., et al. FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. ABC, INC., et al.",8,0,109,RBGinsburg,4
2011-072,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. FOX TELEVISION STATIONS, INC., et al. FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. ABC, INC., et al.",8,0,110,SGBreyer,1
2011-072,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. FOX TELEVISION STATIONS, INC., et al. FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. ABC, INC., et al.",8,0,112,SAAlito,1
2011-072,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. FOX TELEVISION STATIONS, INC., et al. FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. ABC, INC., et al.",8,0,113,SSotomayor,
2011-072,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. FOX TELEVISION STATIONS, INC., et al. FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. ABC, INC., et al.",8,0,114,EKagan,1
2011-073,"AMERICAN TRADITION PARTNERSHIP, INC., FKA WESTERN TRADITION PARTNERSHIP, INC., et al. v. STEVE BULLOCK, ATTORNEY GENERAL OF MONTANA, et al.",5,4,111,JGRoberts,1
2011-073,"AMERICAN TRADITION PARTNERSHIP, INC., FKA WESTERN TRADITION PARTNERSHIP, INC., et al. v. STEVE BULLOCK, ATTORNEY GENERAL OF MONTANA, et al.",5,4,105,AScalia,1
2011-073,"AMERICAN TRADITION PARTNERSHIP, INC., FKA WESTERN TRADITION PARTNERSHIP, INC., et al. v. STEVE BULLOCK, ATTORNEY GENERAL OF MONTANA, et al.",5,4,106,AMKennedy,1
2011-073,"AMERICAN TRADITION PARTNERSHIP, INC., FKA WESTERN TRADITION PARTNERSHIP, INC., et al. v. STEVE BULLOCK, ATTORNEY GENERAL OF MONTANA, et al.",5,4,108,CThomas,1
2011-073,"AMERICAN TRADITION PARTNERSHIP, INC., FKA WESTERN TRADITION PARTNERSHIP, INC., et al. v. STEVE BULLOCK, ATTORNEY GENERAL OF MONTANA, et al.",5,4,109,RBGinsburg,2
2011-073,"AMERICAN TRADITION PARTNERSHIP, INC., FKA WESTERN TRADITION PARTNERSHIP, INC., et al. v. STEVE BULLOCK, ATTORNEY GENERAL OF MONTANA, et al.",5,4,110,SGBreyer,2
2011-073,"AMERICAN TRADITION PARTNERSHIP, INC., FKA WESTERN TRADITION PARTNERSHIP, INC., et al. v. STEVE BULLOCK, ATTORNEY GENERAL OF MONTANA, et al.",5,4,112,SAAlito,1
2011-073,"AMERICAN TRADITION PARTNERSHIP, INC., FKA WESTERN TRADITION PARTNERSHIP, INC., et al. v. STEVE BULLOCK, ATTORNEY GENERAL OF MONTANA, et al.",5,4,113,SSotomayor,2
2011-073,"AMERICAN TRADITION PARTNERSHIP, INC., FKA WESTERN TRADITION PARTNERSHIP, INC., et al. v. STEVE BULLOCK, ATTORNEY GENERAL OF MONTANA, et al.",5,4,114,EKagan,2
2011-074,"EVAN MILLER, PETITIONER v. ALABAMA",5,4,111,JGRoberts,2
2011-074,"EVAN MILLER, PETITIONER v. ALABAMA",5,4,105,AScalia,2
2011-074,"EVAN MILLER, PETITIONER v. ALABAMA",5,4,106,AMKennedy,1
2011-074,"EVAN MILLER, PETITIONER v. ALABAMA",5,4,108,CThomas,2
2011-074,"EVAN MILLER, PETITIONER v. ALABAMA",5,4,109,RBGinsburg,1
2011-074,"EVAN MILLER, PETITIONER v. ALABAMA",5,4,110,SGBreyer,3
2011-074,"EVAN MILLER, PETITIONER v. ALABAMA",5,4,112,SAAlito,2
2011-074,"EVAN MILLER, PETITIONER v. ALABAMA",5,4,113,SSotomayor,3
2011-074,"EVAN MILLER, PETITIONER v. ALABAMA",5,4,114,EKagan,1
2011-075,"ARIZONA, et al., PETITIONERS v. UNITED STATES",5,3,111,JGRoberts,1
2011-075,"ARIZONA, et al., PETITIONERS v. UNITED STATES",5,3,105,AScalia,2
2011-075,"ARIZONA, et al., PETITIONERS v. UNITED STATES",5,3,106,AMKennedy,1
2011-075,"ARIZONA, et al., PETITIONERS v. UNITED STATES",5,3,108,CThomas,2
2011-075,"ARIZONA, et al., PETITIONERS v. UNITED STATES",5,3,109,RBGinsburg,1
2011-075,"ARIZONA, et al., PETITIONERS v. UNITED STATES",5,3,110,SGBreyer,1
2011-075,"ARIZONA, et al., PETITIONERS v. UNITED STATES",5,3,112,SAAlito,2
2011-075,"ARIZONA, et al., PETITIONERS v. UNITED STATES",5,3,113,SSotomayor,1
2011-075,"ARIZONA, et al., PETITIONERS v. UNITED STATES",5,3,114,EKagan,
2011-076,"UNITED STATES, PETITIONER v. XAVIER ALVAREZ",6,3,111,JGRoberts,1
2011-076,"UNITED STATES, PETITIONER v. XAVIER ALVAREZ",6,3,105,AScalia,2
2011-076,"UNITED STATES, PETITIONER v. XAVIER ALVAREZ",6,3,106,AMKennedy,5
2011-076,"UNITED STATES, PETITIONER v. XAVIER ALVAREZ",6,3,108,CThomas,2
2011-076,"UNITED STATES, PETITIONER v. XAVIER ALVAREZ",6,3,109,RBGinsburg,1
2011-076,"UNITED STATES, PETITIONER v. XAVIER ALVAREZ",6,3,110,SGBreyer,4
2011-076,"UNITED STATES, PETITIONER v. XAVIER ALVAREZ",6,3,112,SAAlito,2
2011-076,"UNITED STATES, PETITIONER v. XAVIER ALVAREZ",6,3,113,SSotomayor,1
2011-076,"UNITED STATES, PETITIONER v. XAVIER ALVAREZ",6,3,114,EKagan,4
2011-077,"NATIONAL FEDERATION OF INDEPENDENT BUSINESS, et al., PETITIONERS v. KATHLEEN SEBELIUS, SECRETARY OF HEALTH AND HUMAN SERVICES, et al.",5,4,111,JGRoberts,1
2011-077,"NATIONAL FEDERATION OF INDEPENDENT BUSINESS, et al., PETITIONERS v. KATHLEEN SEBELIUS, SECRETARY OF HEALTH AND HUMAN SERVICES, et al.",5,4,105,AScalia,2
2011-077,"NATIONAL FEDERATION OF INDEPENDENT BUSINESS, et al., PETITIONERS v. KATHLEEN SEBELIUS, SECRETARY OF HEALTH AND HUMAN SERVICES, et al.",5,4,106,AMKennedy,2
2011-077,"NATIONAL FEDERATION OF INDEPENDENT BUSINESS, et al., PETITIONERS v. KATHLEEN SEBELIUS, SECRETARY OF HEALTH AND HUMAN SERVICES, et al.",5,4,108,CThomas,2
2011-077,"NATIONAL FEDERATION OF INDEPENDENT BUSINESS, et al., PETITIONERS v. KATHLEEN SEBELIUS, SECRETARY OF HEALTH AND HUMAN SERVICES, et al.",5,4,109,RBGinsburg,3
2011-077,"NATIONAL FEDERATION OF INDEPENDENT BUSINESS, et al., PETITIONERS v. KATHLEEN SEBELIUS, SECRETARY OF HEALTH AND HUMAN SERVICES, et al.",5,4,110,SGBreyer,3
2011-077,"NATIONAL FEDERATION OF INDEPENDENT BUSINESS, et al., PETITIONERS v. KATHLEEN SEBELIUS, SECRETARY OF HEALTH AND HUMAN SERVICES, et al.",5,4,112,SAAlito,2
2011-077,"NATIONAL FEDERATION OF INDEPENDENT BUSINESS, et al., PETITIONERS v. KATHLEEN SEBELIUS, SECRETARY OF HEALTH AND HUMAN SERVICES, et al.",5,4,113,SSotomayor,3
2011-077,"NATIONAL FEDERATION OF INDEPENDENT BUSINESS, et al., PETITIONERS v. KATHLEEN SEBELIUS, SECRETARY OF HEALTH AND HUMAN SERVICES, et al.",5,4,114,EKagan,3
2011-080,"FIRST AMERICAN FINANCIAL CORPORATION, SUCCESSOR IN INTEREST TO THE FIRST AMERICAN CORPORATION, et al., PETITIONERS v. DENISE P. EDWARDS",9,0,111,JGRoberts,1
2011-080,"FIRST AMERICAN FINANCIAL CORPORATION, SUCCESSOR IN INTEREST TO THE FIRST AMERICAN CORPORATION, et al., PETITIONERS v. DENISE P. EDWARDS",9,0,105,AScalia,1
2011-080,"FIRST AMERICAN FINANCIAL CORPORATION, SUCCESSOR IN INTEREST TO THE FIRST AMERICAN CORPORATION, et al., PETITIONERS v. DENISE P. EDWARDS",9,0,106,AMKennedy,1
2011-080,"FIRST AMERICAN FINANCIAL CORPORATION, SUCCESSOR IN INTEREST TO THE FIRST AMERICAN CORPORATION, et al., PETITIONERS v. DENISE P. EDWARDS",9,0,108,CThomas,1
2011-080,"FIRST AMERICAN FINANCIAL CORPORATION, SUCCESSOR IN INTEREST TO THE FIRST AMERICAN CORPORATION, et al., PETITIONERS v. DENISE P. EDWARDS",9,0,109,RBGinsburg,1
2011-080,"FIRST AMERICAN FINANCIAL CORPORATION, SUCCESSOR IN INTEREST TO THE FIRST AMERICAN CORPORATION, et al., PETITIONERS v. DENISE P. EDWARDS",9,0,110,SGBreyer,1
2011-080,"FIRST AMERICAN FINANCIAL CORPORATION, SUCCESSOR IN INTEREST TO THE FIRST AMERICAN CORPORATION, et al., PETITIONERS v. DENISE P. EDWARDS",9,0,112,SAAlito,1
2011-080,"FIRST AMERICAN FINANCIAL CORPORATION, SUCCESSOR IN INTEREST TO THE FIRST AMERICAN CORPORATION, et al., PETITIONERS v. DENISE P. EDWARDS",9,0,113,SSotomayor,1
2011-080,"FIRST AMERICAN FINANCIAL CORPORATION, SUCCESSOR IN INTEREST TO THE FIRST AMERICAN CORPORATION, et al., PETITIONERS v. DENISE P. EDWARDS",9,0,114,EKagan,1
2012-001,"ARKANSAS GAME AND FISH COMMISSION, PETITIONER v. UNITED STATES",8,0,111,JGRoberts,1
2012-001,"ARKANSAS GAME AND FISH COMMISSION, PETITIONER v. UNITED STATES",8,0,105,AScalia,1
2012-001,"ARKANSAS GAME AND FISH COMMISSION, PETITIONER v. UNITED STATES",8,0,106,AMKennedy,1
2012-001,"ARKANSAS GAME AND FISH COMMISSION, PETITIONER v. UNITED STATES",8,0,108,CThomas,1
2012-001,"ARKANSAS GAME AND FISH COMMISSION, PETITIONER v. UNITED STATES",8,0,109,RBGinsburg,1
2012-001,"ARKANSAS GAME AND FISH COMMISSION, PETITIONER v. UNITED STATES",8,0,110,SGBreyer,1
2012-001,"ARKANSAS GAME AND FISH COMMISSION, PETITIONER v. UNITED STATES",8,0,112,SAAlito,1
2012-001,"ARKANSAS GAME AND FISH COMMISSION, PETITIONER v. UNITED STATES",8,0,113,SSotomayor,1
2012-001,"ARKANSAS GAME AND FISH COMMISSION, PETITIONER v. UNITED STATES",8,0,114,EKagan,
2012-002,"STEVEN LEFEMINE, DBA COLUMBIA CHRISTIANS FOR LIFE v. DAN WIDEMAN et al.",9,0,111,JGRoberts,1
2012-002,"STEVEN LEFEMINE, DBA COLUMBIA CHRISTIANS FOR LIFE v. DAN WIDEMAN et al.",9,0,105,AScalia,1
2012-002,"STEVEN LEFEMINE, DBA COLUMBIA CHRISTIANS FOR LIFE v. DAN WIDEMAN et al.",9,0,106,AMKennedy,1
2012-002,"STEVEN LEFEMINE, DBA COLUMBIA CHRISTIANS FOR LIFE v. DAN WIDEMAN et al.",9,0,108,CThomas,1
2012-002,"STEVEN LEFEMINE, DBA COLUMBIA CHRISTIANS FOR LIFE v. DAN WIDEMAN et al.",9,0,109,RBGinsburg,1
2012-002,"STEVEN LEFEMINE, DBA COLUMBIA CHRISTIANS FOR LIFE v. DAN WIDEMAN et al.",9,0,110,SGBreyer,1
2012-002,"STEVEN LEFEMINE, DBA COLUMBIA CHRISTIANS FOR LIFE v. DAN WIDEMAN et al.",9,0,112,SAAlito,1
2012-002,"STEVEN LEFEMINE, DBA COLUMBIA CHRISTIANS FOR LIFE v. DAN WIDEMAN et al.",9,0,113,SSotomayor,1
2012-002,"STEVEN LEFEMINE, DBA COLUMBIA CHRISTIANS FOR LIFE v. DAN WIDEMAN et al.",9,0,114,EKagan,1
2012-003,"NITRO-LIFT TECHNOLOGIES, L.L.C. v. EDDIE LEE HOWARD et al.",9,0,111,JGRoberts,1
2012-003,"NITRO-LIFT TECHNOLOGIES, L.L.C. v. EDDIE LEE HOWARD et al.",9,0,105,AScalia,1
2012-003,"NITRO-LIFT TECHNOLOGIES, L.L.C. v. EDDIE LEE HOWARD et al.",9,0,106,AMKennedy,1
2012-003,"NITRO-LIFT TECHNOLOGIES, L.L.C. v. EDDIE LEE HOWARD et al.",9,0,108,CThomas,1
2012-003,"NITRO-LIFT TECHNOLOGIES, L.L.C. v. EDDIE LEE HOWARD et al.",9,0,109,RBGinsburg,1
