caseID,term,chief,caseName,majVotes,minVotes,justiceID,direction,majority
2010-078,2010,Roberts,WILLIAM FREEMAN v. UNITED STATES,5,4,108,1,1
2010-078,2010,Roberts,WILLIAM FREEMAN v. UNITED STATES,5,4,109,2,2
2010-078,2010,Roberts,WILLIAM FREEMAN v. UNITED STATES,5,4,110,2,2
2010-078,2010,Roberts,WILLIAM FREEMAN v. UNITED STATES,5,4,112,1,1
2010-078,2010,Roberts,WILLIAM FREEMAN v. UNITED STATES,5,4,113,2,2
2010-078,2010,Roberts,WILLIAM FREEMAN v. UNITED STATES,5,4,114,2,2
2010-079,2010,Roberts,"HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL",5,4,111,,2
2010-079,2010,Roberts,"HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL",5,4,105,,2
2010-079,2010,Roberts,"HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL",5,4,106,,2
2010-079,2010,Roberts,"HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL",5,4,108,,2
2010-079,2010,Roberts,"HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL",5,4,109,,1
2010-079,2010,Roberts,"HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL",5,4,110,,1
2010-079,2010,Roberts,"HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL",5,4,112,,2
2010-079,2010,Roberts,"HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL",5,4,113,,1
2010-079,2010,Roberts,"HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL",5,4,114,,1
2010-079,2010,Roberts,"HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL",5,4,111,2,2
2010-079,2010,Roberts,"HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL",5,4,105,2,2
2010-079,2010,Roberts,"HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL",5,4,106,2,2
2010-079,2010,Roberts,"HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL",5,4,108,2,2
2010-079,2010,Roberts,"HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL",5,4,109,1,1
2010-079,2010,Roberts,"HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL",5,4,110,1,1
2010-079,2010,Roberts,"HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL",5,4,112,2,2
2010-079,2010,Roberts,"HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL",5,4,113,1,1
2010-079,2010,Roberts,"HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL",5,4,114,1,1
2010-080,2010,Roberts,UNITED STATES v. JUVENILE MALE,5,3,111,1,2
2010-080,2010,Roberts,UNITED STATES v. JUVENILE MALE,5,3,105,1,2
2010-080,2010,Roberts,UNITED STATES v. JUVENILE MALE,5,3,106,1,2
2010-080,2010,Roberts,UNITED STATES v. JUVENILE MALE,5,3,108,1,2
2010-080,2010,Roberts,UNITED STATES v. JUVENILE MALE,5,3,109,2,1
2010-080,2010,Roberts,UNITED STATES v. JUVENILE MALE,5,3,110,2,1
2010-080,2010,Roberts,UNITED STATES v. JUVENILE MALE,5,3,112,1,2
2010-080,2010,Roberts,UNITED STATES v. JUVENILE MALE,5,3,113,2,1
2010-080,2010,Roberts,UNITED STATES v. JUVENILE MALE,5,3,114,,
2010-081,2010,Roberts,"GOODYEAR DUNLOP TIRES OPERATIONS, S.A., et al., PETITIONERS v. EDGAR D. BROWN, ET UX., CO-ADMINISTRATORS OF THE ESTATE OF JULIAN DAVID BROWN, et al.",9,0,111,2,2
2010-081,2010,Roberts,"GOODYEAR DUNLOP TIRES OPERATIONS, S.A., et al., PETITIONERS v. EDGAR D. BROWN, ET UX., CO-ADMINISTRATORS OF THE ESTATE OF JULIAN DAVID BROWN, et al.",9,0,105,2,2
2010-081,2010,Roberts,"GOODYEAR DUNLOP TIRES OPERATIONS, S.A., et al., PETITIONERS v. EDGAR D. BROWN, ET UX., CO-ADMINISTRATORS OF THE ESTATE OF JULIAN DAVID BROWN, et al.",9,0,106,2,2
2010-081,2010,Roberts,"GOODYEAR DUNLOP TIRES OPERATIONS, S.A., et al., PETITIONERS v. EDGAR D. BROWN, ET UX., CO-ADMINISTRATORS OF THE ESTATE OF JULIAN DAVID BROWN, et al.",9,0,108,2,2
2010-081,2010,Roberts,"GOODYEAR DUNLOP TIRES OPERATIONS, S.A., et al., PETITIONERS v. EDGAR D. BROWN, ET UX., CO-ADMINISTRATORS OF THE ESTATE OF JULIAN DAVID BROWN, et al.",9,0,109,2,2
2010-081,2010,Roberts,"GOODYEAR DUNLOP TIRES OPERATIONS, S.A., et al., PETITIONERS v. EDGAR D. BROWN, ET UX., CO-ADMINISTRATORS OF THE ESTATE OF JULIAN DAVID BROWN, et al.",9,0,110,2,2
2010-081,2010,Roberts,"GOODYEAR DUNLOP TIRES OPERATIONS, S.A., et al., PETITIONERS v. EDGAR D. BROWN, ET UX., CO-ADMINISTRATORS OF THE ESTATE OF JULIAN DAVID BROWN, et al.",9,0,112,2,2
2010-081,2010,Roberts,"GOODYEAR DUNLOP TIRES OPERATIONS, S.A., et al., PETITIONERS v. EDGAR D. BROWN, ET UX., CO-ADMINISTRATORS OF THE ESTATE OF JULIAN DAVID BROWN, et al.",9,0,113,2,2
2010-081,2010,Roberts,"GOODYEAR DUNLOP TIRES OPERATIONS, S.A., et al., PETITIONERS v. EDGAR D. BROWN, ET UX., CO-ADMINISTRATORS OF THE ESTATE OF JULIAN DAVID BROWN, et al.",9,0,114,2,2
2010-082,2010,Roberts,"J. MCINTYRE MACHINERY, LTD., PETITIONER v. ROBERT NICASTRO, INDIVIDUALLY AND AS ADMINISTRATOR OF THE ESTATE OF ROSEANNE NICASTRO",6,3,111,2,2
2010-082,2010,Roberts,"J. MCINTYRE MACHINERY, LTD., PETITIONER v. ROBERT NICASTRO, INDIVIDUALLY AND AS ADMINISTRATOR OF THE ESTATE OF ROSEANNE NICASTRO",6,3,105,2,2
2010-082,2010,Roberts,"J. MCINTYRE MACHINERY, LTD., PETITIONER v. ROBERT NICASTRO, INDIVIDUALLY AND AS ADMINISTRATOR OF THE ESTATE OF ROSEANNE NICASTRO",6,3,106,2,2
2010-082,2010,Roberts,"J. MCINTYRE MACHINERY, LTD., PETITIONER v. ROBERT NICASTRO, INDIVIDUALLY AND AS ADMINISTRATOR OF THE ESTATE OF ROSEANNE NICASTRO",6,3,108,2,2
2010-082,2010,Roberts,"J. MCINTYRE MACHINERY, LTD., PETITIONER v. ROBERT NICASTRO, INDIVIDUALLY AND AS ADMINISTRATOR OF THE ESTATE OF ROSEANNE NICASTRO",6,3,109,1,1
2010-082,2010,Roberts,"J. MCINTYRE MACHINERY, LTD., PETITIONER v. ROBERT NICASTRO, INDIVIDUALLY AND AS ADMINISTRATOR OF THE ESTATE OF ROSEANNE NICASTRO",6,3,110,2,2
2010-082,2010,Roberts,"J. MCINTYRE MACHINERY, LTD., PETITIONER v. ROBERT NICASTRO, INDIVIDUALLY AND AS ADMINISTRATOR OF THE ESTATE OF ROSEANNE NICASTRO",6,3,112,2,2
2010-082,2010,Roberts,"J. MCINTYRE MACHINERY, LTD., PETITIONER v. ROBERT NICASTRO, INDIVIDUALLY AND AS ADMINISTRATOR OF THE ESTATE OF ROSEANNE NICASTRO",6,3,113,1,1
2010-082,2010,Roberts,"J. MCINTYRE MACHINERY, LTD., PETITIONER v. ROBERT NICASTRO, INDIVIDUALLY AND AS ADMINISTRATOR OF THE ESTATE OF ROSEANNE NICASTRO",6,3,114,1,1
2010-083,2010,Roberts,"EDMUND G. BROWN, JR., GOVERNOR OF CALIFORNIA, et al., PETITIONERS v. ENTERTAINMENT MERCHANTS ASSOCIATION, et al.",7,2,111,2,2
2010-083,2010,Roberts,"EDMUND G. BROWN, JR., GOVERNOR OF CALIFORNIA, et al., PETITIONERS v. ENTERTAINMENT MERCHANTS ASSOCIATION, et al.",7,2,105,2,2
2010-083,2010,Roberts,"EDMUND G. BROWN, JR., GOVERNOR OF CALIFORNIA, et al., PETITIONERS v. ENTERTAINMENT MERCHANTS ASSOCIATION, et al.",7,2,106,2,2
2010-083,2010,Roberts,"EDMUND G. BROWN, JR., GOVERNOR OF CALIFORNIA, et al., PETITIONERS v. ENTERTAINMENT MERCHANTS ASSOCIATION, et al.",7,2,108,1,1
2010-083,2010,Roberts,"EDMUND G. BROWN, JR., GOVERNOR OF CALIFORNIA, et al., PETITIONERS v. ENTERTAINMENT MERCHANTS ASSOCIATION, et al.",7,2,109,2,2
2010-083,2010,Roberts,"EDMUND G. BROWN, JR., GOVERNOR OF CALIFORNIA, et al., PETITIONERS v. ENTERTAINMENT MERCHANTS ASSOCIATION, et al.",7,2,110,1,1
2010-083,2010,Roberts,"EDMUND G. BROWN, JR., GOVERNOR OF CALIFORNIA, et al., PETITIONERS v. ENTERTAINMENT MERCHANTS ASSOCIATION, et al.",7,2,112,2,2
2010-083,2010,Roberts,"EDMUND G. BROWN, JR., GOVERNOR OF CALIFORNIA, et al., PETITIONERS v. ENTERTAINMENT MERCHANTS ASSOCIATION, et al.",7,2,113,2,2
2010-083,2010,Roberts,"EDMUND G. BROWN, JR., GOVERNOR OF CALIFORNIA, et al., PETITIONERS v. ENTERTAINMENT MERCHANTS ASSOCIATION, et al.",7,2,114,2,2
2010-084,2010,Roberts,"ARIZONA FREE ENTERPRISE CLUB'S FREEDOM CLUB PAC, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.",5,4,111,1,2
2010-084,2010,Roberts,"ARIZONA FREE ENTERPRISE CLUB'S FREEDOM CLUB PAC, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.",5,4,105,1,2
2010-084,2010,Roberts,"ARIZONA FREE ENTERPRISE CLUB'S FREEDOM CLUB PAC, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.",5,4,106,1,2
2010-084,2010,Roberts,"ARIZONA FREE ENTERPRISE CLUB'S FREEDOM CLUB PAC, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.",5,4,108,1,2
2010-084,2010,Roberts,"ARIZONA FREE ENTERPRISE CLUB'S FREEDOM CLUB PAC, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.",5,4,109,2,1
2010-084,2010,Roberts,"ARIZONA FREE ENTERPRISE CLUB'S FREEDOM CLUB PAC, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.",5,4,110,2,1
2010-084,2010,Roberts,"ARIZONA FREE ENTERPRISE CLUB'S FREEDOM CLUB PAC, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.",5,4,112,1,2
2010-084,2010,Roberts,"ARIZONA FREE ENTERPRISE CLUB'S FREEDOM CLUB PAC, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.",5,4,113,2,1
2010-084,2010,Roberts,"ARIZONA FREE ENTERPRISE CLUB'S FREEDOM CLUB PAC, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.",5,4,114,2,1
2010-084,2010,Roberts,"JOHN MCCOMISH, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.",5,4,111,1,2
2010-084,2010,Roberts,"JOHN MCCOMISH, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.",5,4,105,1,2
2010-084,2010,Roberts,"JOHN MCCOMISH, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.",5,4,106,1,2
2010-084,2010,Roberts,"JOHN MCCOMISH, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.",5,4,108,1,2
2010-084,2010,Roberts,"JOHN MCCOMISH, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.",5,4,109,2,1
2010-084,2010,Roberts,"JOHN MCCOMISH, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.",5,4,110,2,1
2010-084,2010,Roberts,"JOHN MCCOMISH, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.",5,4,112,1,2
2010-084,2010,Roberts,"JOHN MCCOMISH, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.",5,4,113,2,1
2010-084,2010,Roberts,"JOHN MCCOMISH, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.",5,4,114,2,1
2010-085,2010,Roberts,"HUMBERTO LEAL GARCIA, AKA HUMBERTO LEAL v. TEXAS",5,4,111,1,2
2010-085,2010,Roberts,"HUMBERTO LEAL GARCIA, AKA HUMBERTO LEAL v. TEXAS",5,4,105,1,2
2010-085,2010,Roberts,"HUMBERTO LEAL GARCIA, AKA HUMBERTO LEAL v. TEXAS",5,4,106,1,2
2010-085,2010,Roberts,"HUMBERTO LEAL GARCIA, AKA HUMBERTO LEAL v. TEXAS",5,4,108,1,2
2010-085,2010,Roberts,"HUMBERTO LEAL GARCIA, AKA HUMBERTO LEAL v. TEXAS",5,4,109,2,1
2010-085,2010,Roberts,"HUMBERTO LEAL GARCIA, AKA HUMBERTO LEAL v. TEXAS",5,4,110,2,1
2010-085,2010,Roberts,"HUMBERTO LEAL GARCIA, AKA HUMBERTO LEAL v. TEXAS",5,4,112,1,2
2010-085,2010,Roberts,"HUMBERTO LEAL GARCIA, AKA HUMBERTO LEAL v. TEXAS",5,4,113,2,1
2010-085,2010,Roberts,"HUMBERTO LEAL GARCIA, AKA HUMBERTO LEAL v. TEXAS",5,4,114,2,1
2010-085,2010,Roberts,"HUMBERTO LEAL GARCIA, v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION.",5,4,111,1,2
2010-085,2010,Roberts,"HUMBERTO LEAL GARCIA, v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION.",5,4,105,1,2
2010-085,2010,Roberts,"HUMBERTO LEAL GARCIA, v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION.",5,4,106,1,2
2010-085,2010,Roberts,"HUMBERTO LEAL GARCIA, v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION.",5,4,108,1,2
2010-085,2010,Roberts,"HUMBERTO LEAL GARCIA, v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION.",5,4,109,2,1
2010-085,2010,Roberts,"HUMBERTO LEAL GARCIA, v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION.",5,4,110,2,1
2010-085,2010,Roberts,"HUMBERTO LEAL GARCIA, v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION.",5,4,112,1,2
2010-085,2010,Roberts,"HUMBERTO LEAL GARCIA, v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION.",5,4,113,2,1
2010-085,2010,Roberts,"HUMBERTO LEAL GARCIA, v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION.",5,4,114,2,1
2010-085,2010,Roberts,"HUMBERTO LEAL GARCIA v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION",5,4,111,1,2
2010-085,2010,Roberts,"HUMBERTO LEAL GARCIA v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION",5,4,105,1,2
2010-085,2010,Roberts,"HUMBERTO LEAL GARCIA v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION",5,4,106,1,2
2010-085,2010,Roberts,"HUMBERTO LEAL GARCIA v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION",5,4,108,1,2
2010-085,2010,Roberts,"HUMBERTO LEAL GARCIA v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION",5,4,109,2,1
2010-085,2010,Roberts,"HUMBERTO LEAL GARCIA v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION",5,4,110,2,1
2010-085,2010,Roberts,"HUMBERTO LEAL GARCIA v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION",5,4,112,1,2
2010-085,2010,Roberts,"HUMBERTO LEAL GARCIA v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION",5,4,113,2,1
2010-085,2010,Roberts,"HUMBERTO LEAL GARCIA v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION",5,4,114,2,1
2010-086,2010,Roberts,"JOSE TOLENTINO, PETITIONER v. NEW YORK",9,0,111,1,2
2010-086,2010,Roberts,"JOSE TOLENTINO, PETITIONER v. NEW YORK",9,0,105,1,2
2010-086,2010,Roberts,"JOSE TOLENTINO, PETITIONER v. NEW YORK",9,0,106,1,2
2010-086,2010,Roberts,"JOSE TOLENTINO, PETITIONER v. NEW YORK",9,0,108,1,2
2010-086,2010,Roberts,"JOSE TOLENTINO, PETITIONER v. NEW YORK",9,0,109,1,2
2010-086,2010,Roberts,"JOSE TOLENTINO, PETITIONER v. NEW YORK",9,0,110,1,2
2010-086,2010,Roberts,"JOSE TOLENTINO, PETITIONER v. NEW YORK",9,0,112,1,2
2010-086,2010,Roberts,"JOSE TOLENTINO, PETITIONER v. NEW YORK",9,0,113,1,2
2010-086,2010,Roberts,"JOSE TOLENTINO, PETITIONER v. NEW YORK",9,0,114,1,2
2011-001,2011,Roberts,"JAVIER CAVAZOS, ACTING WARDEN v. SHIRLEY REE SMITH",6,3,111,1,2
2011-001,2011,Roberts,"JAVIER CAVAZOS, ACTING WARDEN v. SHIRLEY REE SMITH",6,3,105,1,2
2011-001,2011,Roberts,"JAVIER CAVAZOS, ACTING WARDEN v. SHIRLEY REE SMITH",6,3,106,1,2
2011-001,2011,Roberts,"JAVIER CAVAZOS, ACTING WARDEN v. SHIRLEY REE SMITH",6,3,108,1,2
2011-001,2011,Roberts,"JAVIER CAVAZOS, ACTING WARDEN v. SHIRLEY REE SMITH",6,3,109,2,1
2011-001,2011,Roberts,"JAVIER CAVAZOS, ACTING WARDEN v. SHIRLEY REE SMITH",6,3,110,2,1
2011-001,2011,Roberts,"JAVIER CAVAZOS, ACTING WARDEN v. SHIRLEY REE SMITH",6,3,112,1,2
2011-001,2011,Roberts,"JAVIER CAVAZOS, ACTING WARDEN v. SHIRLEY REE SMITH",6,3,113,2,1
2011-001,2011,Roberts,"JAVIER CAVAZOS, ACTING WARDEN v. SHIRLEY REE SMITH",6,3,114,1,2
2011-002,2011,Roberts,"ERIC GREENE, AKA JARMAINE Q. TRICE v. JON FISHER, SUPERINTENDENT, STATE CORRECTIONAL INSTITUTION AT SMITHFIELD, et al.",9,0,111,1,2
2011-002,2011,Roberts,"ERIC GREENE, AKA JARMAINE Q. TRICE v. JON FISHER, SUPERINTENDENT, STATE CORRECTIONAL INSTITUTION AT SMITHFIELD, et al.",9,0,105,1,2
2011-002,2011,Roberts,"ERIC GREENE, AKA JARMAINE Q. TRICE v. JON FISHER, SUPERINTENDENT, STATE CORRECTIONAL INSTITUTION AT SMITHFIELD, et al.",9,0,106,1,2
2011-002,2011,Roberts,"ERIC GREENE, AKA JARMAINE Q. TRICE v. JON FISHER, SUPERINTENDENT, STATE CORRECTIONAL INSTITUTION AT SMITHFIELD, et al.",9,0,108,1,2
2011-002,2011,Roberts,"ERIC GREENE, AKA JARMAINE Q. TRICE v. JON FISHER, SUPERINTENDENT, STATE CORRECTIONAL INSTITUTION AT SMITHFIELD, et al.",9,0,109,1,2
2011-002,2011,Roberts,"ERIC GREENE, AKA JARMAINE Q. TRICE v. JON FISHER, SUPERINTENDENT, STATE CORRECTIONAL INSTITUTION AT SMITHFIELD, et al.",9,0,110,1,2
2011-002,2011,Roberts,"ERIC GREENE, AKA JARMAINE Q. TRICE v. JON FISHER, SUPERINTENDENT, STATE CORRECTIONAL INSTITUTION AT SMITHFIELD, et al.",9,0,112,1,2
2011-002,2011,Roberts,"ERIC GREENE, AKA JARMAINE Q. TRICE v. JON FISHER, SUPERINTENDENT, STATE CORRECTIONAL INSTITUTION AT SMITHFIELD, et al.",9,0,113,1,2
2011-002,2011,Roberts,"ERIC GREENE, AKA JARMAINE Q. TRICE v. JON FISHER, SUPERINTENDENT, STATE CORRECTIONAL INSTITUTION AT SMITHFIELD, et al.",9,0,114,1,2
2011-003,2011,Roberts,"DAVID BOBBY, WARDEN v. ARCHIE DIXON",9,0,111,1,2
2011-003,2011,Roberts,"DAVID BOBBY, WARDEN v. ARCHIE DIXON",9,0,105,1,2
2011-003,2011,Roberts,"DAVID BOBBY, WARDEN v. ARCHIE DIXON",9,0,106,1,2
2011-003,2011,Roberts,"DAVID BOBBY, WARDEN v. ARCHIE DIXON",9,0,108,1,2
2011-003,2011,Roberts,"DAVID BOBBY, WARDEN v. ARCHIE DIXON",9,0,109,1,2
2011-003,2011,Roberts,"DAVID BOBBY, WARDEN v. ARCHIE DIXON",9,0,110,1,2
2011-003,2011,Roberts,"DAVID BOBBY, WARDEN v. ARCHIE DIXON",9,0,112,1,2
2011-003,2011,Roberts,"DAVID BOBBY, WARDEN v. ARCHIE DIXON",9,0,113,1,2
2011-003,2011,Roberts,"DAVID BOBBY, WARDEN v. ARCHIE DIXON",9,0,114,1,2
2011-004,2011,Roberts,KPMG LLP v. ROBERT COCCHI et al.,9,0,111,1,2
2011-004,2011,Roberts,KPMG LLP v. ROBERT COCCHI et al.,9,0,105,1,2
2011-004,2011,Roberts,KPMG LLP v. ROBERT COCCHI et al.,9,0,106,1,2
2011-004,2011,Roberts,KPMG LLP v. ROBERT COCCHI et al.,9,0,108,1,2
2011-004,2011,Roberts,KPMG LLP v. ROBERT COCCHI et al.,9,0,109,1,2
2011-004,2011,Roberts,KPMG LLP v. ROBERT COCCHI et al.,9,0,110,1,2
2011-004,2011,Roberts,KPMG LLP v. ROBERT COCCHI et al.,9,0,112,1,2
2011-004,2011,Roberts,KPMG LLP v. ROBERT COCCHI et al.,9,0,113,1,2
2011-004,2011,Roberts,KPMG LLP v. ROBERT COCCHI et al.,9,0,114,1,2
2011-005,2011,Roberts,"RAFAEL ARRIAZA GONZALES v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION",8,1,111,1,2
2011-005,2011,Roberts,"RAFAEL ARRIAZA GONZALES v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION",8,1,105,2,1
2011-005,2011,Roberts,"RAFAEL ARRIAZA GONZALES v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION",8,1,106,1,2
2011-005,2011,Roberts,"RAFAEL ARRIAZA GONZALES v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION",8,1,108,1,2
2011-005,2011,Roberts,"RAFAEL ARRIAZA GONZALES v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION",8,1,109,1,2
2011-005,2011,Roberts,"RAFAEL ARRIAZA GONZALES v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION",8,1,110,1,2
